18 10 1964
11952 14962.5 15039 23652 5450
regional : 830684, -103, -1109, 81.07, 157800, 4
major : 107417, -904, 1803, 48.95, 218500, 5
major : 687791, 924, 242, 50.05, 240750, 5
hub : 227105, 1284, -2209, 52.14, 230400, 4
regional : 474237, 1253, 2200, 66.66, 175800, 2
regional : 119743, -1703, -2929, 79.31, 164800, 2
regional : 740833, -1040, -1183, 66.44, 150000, 3
major : 555802, 2839, 354, 53.68, 155500, 4
hub : 984826, -405, 1464, 38.39, 203100, 4
regional : 976870, 98, 229, 105.82, 150800, 3
economy : 7002833410, 104, 2, [227105, 976870]
economy : 5344020541, 77, 2, [976870, 227105]
economy : 7650949570, 190, 1, [474237, 227105]
economy : 9866797074, 153, 3, [119743, 687791]
business : 7766358366, 86, 2, [984826, 687791]
economy : 8858563654, 95, 4, [687791, 976870]
first : 6414123724, 125, 1, [976870, 107417]
business : 9802640108, 161, 3, [119743, 107417]
economy : 7388598965, 190, 7, [119743, 555802]
economy : 5041573347, 99, 1, [107417, 740833]
business : 8549802124, 113, 1, [119743, 474237]
economy : 7433079521, 120, 0, [976870, 227105]
economy : 9389347541, 57, 2, [976870, 119743]
luxury : 6938384188, 92, 0, [474237, 740833]
economy : 8034060555, 66, 1, [555802, 984826]
economy : 7451360842, 130, 1, [976870, 740833]
economy : 8681817996, 85, 0, [976870, 740833]
first : 1235045065, 108, 2, [687791, 555802]
economy : 8317550230, 109, 1, [976870, 555802]
economy : 2736690885, 77, 1, [984826, 119743]
first : 1592575970, 67, 1, [830684, 976870]
economy : 6902935086, 161, 2, [474237, 227105]
economy : 5917844303, 140, 2, [976870, 687791]
economy : 2865226009, 176, 1, [687791, 976870]
economy : 3740571676, 154, 2, [227105, 976870]
business : 4497052803, 168, 1, [687791, 107417]
economy : 2354478680, 192, 2, [976870, 474237]
first : 4531770528, 165, 0, [227105, 119743]
business : 3172356127, 85, 1, [107417, 984826]
economy : 6458659989, 48, 1, [474237, 107417]
business : 3066744170, 61, 3, [119743, 976870]
economy : 6144515956, 143, 10, [687791, 107417]
economy : 3043166319, 157, 4, [119743, 830684]
economy : 9313267554, 98, 0, [830684, 687791]
business : 1883449901, 161, 2, [227105, 687791]
luxury : 9895567404, 87, 1, [107417, 984826]
economy : 2041123904, 49, 2, [119743, 687791]
economy : 1876685881, 152, 2, [740833, 830684]
economy : 7181194095, 130, 1, [740833, 107417]
first : 9002140522, 185, 2, [984826, 740833]
economy : 2772443386, 75, 0, [107417, 830684]
business : 5929965666, 75, 0, [555802, 984826]
business : 4506125257, 177, 1, [830684, 984826]
economy : 9533348696, 193, 0, [984826, 976870]
first : 1124472428, 154, 1, [976870, 740833]
luxury : 3151800733, 41, 5, [984826, 119743]
economy : 7691881648, 168, 8, [830684, 119743]
luxury : 6748337897, 104, 4, [227105, 555802]
first : 5387592321, 193, 1, [976870, 474237]
business : 2913461487, 169, 3, [976870, 740833]
first : 1598674431, 55, 3, [984826, 227105]
economy : 1701633338, 94, 2, [107417, 555802]
business : 2372333052, 112, 2, [976870, 740833]
first : 4376690971, 129, 3, [984826, 474237]
first : 3795971909, 88, 1, [687791, 740833]
economy : 1700711727, 57, 1, [555802, 830684]
economy : 4262951357, 117, 1, [474237, 687791]
economy : 5297822456, 96, 2, [474237, 976870]
business : 8199098027, 118, 6, [119743, 555802]
economy : 4996710106, 45, 3, [474237, 119743]
economy : 4866594624, 89, 1, [555802, 107417]
economy : 8765999663, 182, 8, [474237, 976870]
business : 4269875889, 185, 2, [474237, 555802]
economy : 7943674168, 66, 0, [976870, 555802]
economy : 6421012081, 54, 1, [830684, 555802]
economy : 4194947287, 83, 5, [976870, 227105]
economy : 6623178453, 186, 7, [740833, 984826]
economy : 4564074497, 120, 4, [227105, 830684]
economy : 9453147035, 104, 6, [830684, 119743]
economy : 3387750866, 171, 1, [976870, 830684]
business : 4143855399, 131, 1, [830684, 687791]
economy : 1981376681, 157, 2, [984826, 119743]
business : 8234508195, 74, 1, [984826, 555802]
first : 6510277070, 133, 1, [227105, 740833]
luxury : 3486218018, 165, 0, [119743, 740833]
business : 3305861555, 129, 3, [976870, 474237]
economy : 1869080408, 154, 1, [119743, 555802]
economy : 2245992614, 55, 4, [984826, 687791]
economy : 1529875942, 77, 0, [107417, 227105]
economy : 8024911673, 86, 2, [984826, 830684]
first : 1537441879, 148, 1, [474237, 830684]
economy : 6842738533, 182, 1, [119743, 976870]
economy : 6267221883, 174, 1, [119743, 107417]
business : 8715526890, 94, 3, [227105, 119743]
economy : 9599386338, 82, 2, [740833, 227105]
economy : 1091404037, 87, 0, [740833, 474237]
business : 1465617036, 94, 2, [474237, 740833]
economy : 1744075988, 120, 1, [107417, 474237]
economy : 4105937888, 163, 3, [984826, 107417]
economy : 8151763807, 57, 1, [107417, 555802]
first : 1767275352, 114, 1, [555802, 107417]
first : 9467493809, 129, 4, [740833, 687791]
business : 5328821491, 177, 1, [976870, 107417]
economy : 4232256950, 165, 1, [119743, 976870]
economy : 8354117178, 158, 9, [119743, 984826]
economy : 6589438945, 156, 1, [119743, 984826]
business : 8224146190, 163, 1, [687791, 107417]
business : 5340413689, 42, 1, [984826, 474237]
economy : 6407038412, 132, 1, [976870, 555802]
economy : 8492887898, 48, 8, [474237, 119743]
economy : 4231351653, 75, 2, [474237, 687791]
economy : 9562924118, 157, 3, [984826, 474237]
business : 3644336236, 196, 1, [555802, 984826]
economy : 5826282455, 75, 3, [976870, 119743]
luxury : 3042209718, 48, 0, [555802, 830684]
business : 9717053051, 61, 2, [976870, 555802]
economy : 8598950759, 47, 1, [227105, 107417]
economy : 9068303217, 184, 8, [227105, 107417]
economy : 6509593825, 103, 2, [474237, 740833]
business : 4104447909, 199, 2, [976870, 555802]
first : 8369558717, 79, 1, [555802, 107417]
business : 6884017966, 200, 2, [107417, 687791]
economy : 1946569684, 128, 1, [119743, 107417]
economy : 5338998405, 107, 1, [976870, 119743]
economy : 6262016358, 134, 1, [740833, 984826]
business : 2445438625, 60, 2, [976870, 107417]
economy : 5140491556, 182, 8, [555802, 474237]
economy : 1399762859, 154, 5, [687791, 119743]
business : 6762978128, 77, 2, [830684, 107417]
business : 2838454529, 157, 0, [119743, 687791]
economy : 8387255970, 135, 1, [687791, 976870]
economy : 9603556065, 189, 6, [227105, 687791]
economy : 8877773160, 111, 0, [687791, 107417]
first : 3631449124, 112, 0, [555802, 107417]
business : 6108478911, 129, 3, [474237, 119743]
economy : 6953573594, 118, 3, [830684, 555802]
economy : 2250490473, 90, 6, [474237, 830684]
economy : 8350387926, 129, 1, [984826, 474237]
economy : 3785225052, 127, 0, [830684, 107417]
economy : 8484191282, 102, 0, [740833, 830684]
economy : 7765877129, 99, 1, [119743, 830684]
economy : 6835706130, 46, 3, [830684, 474237]
economy : 3514396782, 46, 4, [976870, 119743]
economy : 9096194630, 161, 3, [119743, 555802]
economy : 7758786645, 103, 2, [687791, 555802]
business : 8506989335, 54, 1, [687791, 227105]
economy : 1454117100, 186, 5, [555802, 107417]
economy : 8607296479, 126, 1, [474237, 227105]
economy : 3401756741, 160, 5, [830684, 474237]
economy : 8591437669, 125, 1, [830684, 474237]
economy : 9977156478, 193, 2, [976870, 474237]
economy : 3216746515, 40, 1, [227105, 555802]
economy : 1256214628, 90, 2, [976870, 555802]
economy : 8576118138, 114, 7, [474237, 107417]
economy : 3886851812, 101, 0, [119743, 555802]
business : 2560224484, 72, 1, [107417, 474237]
luxury : 1077470380, 128, 1, [984826, 687791]
economy : 9114716207, 94, 1, [474237, 107417]
economy : 1478246395, 80, 2, [555802, 474237]
economy : 4821390418, 88, 3, [107417, 227105]
business : 1759877698, 101, 2, [687791, 976870]
economy : 6468257692, 76, 0, [555802, 107417]
economy : 9283561306, 155, 2, [474237, 976870]
business : 5622617311, 68, 0, [474237, 740833]
economy : 6092919000, 149, 4, [687791, 227105]
economy : 4890542724, 142, 2, [555802, 976870]
economy : 6639951384, 140, 2, [474237, 740833]
economy : 4022516475, 130, 1, [740833, 976870]
economy : 6320347134, 81, 2, [474237, 227105]
business : 2861363751, 60, 2, [740833, 976870]
economy : 7082727582, 69, 1, [687791, 119743]
economy : 5746583316, 113, 4, [555802, 687791]
business : 6659670086, 58, 1, [687791, 119743]
economy : 7020824942, 135, 2, [107417, 555802]
economy : 3038655761, 117, 5, [740833, 119743]
economy : 1995416242, 69, 6, [555802, 227105]
economy : 2789822156, 147, 5, [976870, 227105]
business : 1359991324, 143, 1, [976870, 119743]
economy : 6256577543, 123, 7, [474237, 227105]
first : 6274309176, 153, 4, [107417, 119743]
economy : 5543941036, 103, 3, [107417, 687791]
economy : 6489838554, 139, 2, [976870, 107417]
economy : 8555717488, 179, 2, [976870, 474237]
economy : 9207551369, 142, 2, [830684, 119743]
economy : 4829190554, 89, 2, [107417, 830684]
economy : 1525012579, 62, 0, [984826, 687791]
economy : 7256622892, 110, 2, [119743, 976870]
business : 4210863187, 155, 2, [830684, 227105]
economy : 4863551443, 109, 4, [474237, 555802]
economy : 2197194516, 142, 0, [227105, 830684]
business : 9552181609, 117, 2, [687791, 107417]
economy : 7777486486, 61, 1, [984826, 119743]
first : 5457699473, 42, 1, [830684, 227105]
economy : 7488813333, 162, 2, [687791, 555802]
economy : 2256593976, 46, 4, [976870, 740833]
business : 3965429113, 115, 2, [830684, 107417]
economy : 2865215470, 178, 2, [119743, 474237]
economy : 6111540217, 169, 2, [687791, 984826]
economy : 1709202711, 149, 10, [976870, 107417]
first : 3254954307, 160, 4, [830684, 976870]
economy : 4620990422, 79, 2, [687791, 227105]
economy : 9947395526, 59, 1, [474237, 976870]
first : 1770189970, 81, 1, [119743, 107417]
first : 1324803929, 75, 1, [740833, 555802]
economy : 7990379121, 64, 2, [474237, 976870]
economy : 9293447989, 156, 0, [740833, 555802]
business : 7882810825, 75, 1, [740833, 976870]
economy : 2839133640, 168, 5, [555802, 474237]
economy : 7466789927, 93, 2, [119743, 227105]
business : 8902747778, 49, 2, [555802, 830684]
business : 6199609060, 131, 2, [107417, 687791]
economy : 5156357434, 145, 2, [227105, 830684]
luxury : 7627928642, 168, 1, [687791, 555802]
economy : 2909738446, 75, 2, [830684, 984826]
economy : 5952545787, 124, 2, [740833, 227105]
economy : 2670955076, 96, 0, [687791, 119743]
business : 1442668634, 58, 6, [984826, 687791]
economy : 6091767433, 121, 3, [107417, 740833]
first : 7930211594, 67, 10, [107417, 740833]
first : 3610724006, 110, 3, [984826, 687791]
economy : 6175881641, 128, 1, [976870, 740833]
economy : 6263657518, 152, 2, [474237, 976870]
economy : 5945299123, 122, 0, [227105, 984826]
luxury : 5398964184, 158, 9, [984826, 474237]
economy : 8734237657, 126, 3, [687791, 119743]
economy : 3097629312, 92, 2, [107417, 740833]
economy : 9234250462, 84, 1, [976870, 830684]
economy : 4182898846, 156, 2, [687791, 119743]
economy : 7577610023, 79, 0, [555802, 740833]
economy : 1757437594, 142, 0, [474237, 830684]
economy : 5579413540, 121, 8, [474237, 107417]
economy : 6004978413, 145, 2, [474237, 555802]
economy : 9358529510, 97, 1, [687791, 740833]
economy : 1286586602, 169, 3, [107417, 555802]
economy : 9730746045, 75, 1, [227105, 555802]
business : 6444589300, 78, 1, [740833, 984826]
business : 9761361210, 53, 5, [227105, 740833]
first : 8170572986, 76, 8, [555802, 107417]
economy : 1921694280, 112, 3, [119743, 984826]
economy : 2635264181, 181, 0, [107417, 555802]
economy : 1624514247, 66, 1, [555802, 107417]
business : 4048078452, 102, 5, [740833, 984826]
economy : 2105959013, 142, 2, [740833, 119743]
economy : 4626488631, 79, 1, [474237, 119743]
economy : 2370790813, 129, 1, [474237, 227105]
business : 7292185050, 169, 4, [740833, 119743]
first : 9302484294, 160, 2, [687791, 227105]
economy : 9973375282, 159, 1, [830684, 227105]
economy : 6607105244, 194, 2, [830684, 984826]
economy : 3585394604, 175, 7, [555802, 740833]
business : 1235107487, 140, 2, [227105, 830684]
first : 2748207318, 75, 0, [227105, 830684]
economy : 4090541395, 98, 0, [976870, 555802]
business : 2802851808, 78, 5, [474237, 555802]
economy : 5982723487, 138, 2, [976870, 984826]
first : 7125766773, 96, 0, [474237, 984826]
economy : 6765228926, 182, 2, [976870, 687791]
economy : 3284469801, 79, 2, [976870, 740833]
economy : 6025279653, 197, 1, [976870, 687791]
economy : 6126846066, 45, 2, [976870, 687791]
first : 8028497811, 173, 3, [227105, 474237]
economy : 4846041094, 135, 0, [740833, 474237]
economy : 4010915943, 54, 1, [107417, 227105]
business : 8881090377, 43, 2, [227105, 830684]
economy : 1110045104, 70, 0, [687791, 984826]
economy : 4762739154, 70, 3, [227105, 687791]
economy : 7378916368, 193, 2, [740833, 119743]
luxury : 4934368940, 175, 0, [740833, 555802]
business : 2140142601, 92, 2, [740833, 119743]
economy : 3456085741, 128, 0, [687791, 227105]
business : 4847548834, 196, 8, [830684, 555802]
economy : 5362129387, 182, 6, [740833, 119743]
business : 9663439119, 50, 5, [687791, 119743]
economy : 6350780953, 125, 1, [555802, 107417]
economy : 9711797033, 132, 2, [984826, 830684]
economy : 2382350954, 154, 0, [976870, 107417]
economy : 1140140950, 118, 1, [984826, 107417]
economy : 6744470937, 171, 4, [107417, 687791]
economy : 2271458479, 50, 1, [687791, 119743]
economy : 7095916951, 200, 0, [555802, 107417]
economy : 4456208525, 61, 9, [474237, 687791]
economy : 8008321575, 179, 1, [227105, 107417]
economy : 7137165104, 80, 1, [976870, 830684]
economy : 1131972206, 130, 0, [740833, 474237]
economy : 1263987161, 104, 2, [119743, 474237]
economy : 3031070251, 149, 10, [227105, 119743]
economy : 3584677159, 128, 1, [227105, 984826]
business : 4010021923, 195, 0, [107417, 976870]
economy : 9572771952, 130, 2, [107417, 976870]
economy : 8371964050, 83, 2, [984826, 119743]
business : 4335285409, 147, 2, [984826, 830684]
economy : 3916923232, 88, 2, [227105, 107417]
economy : 4759625013, 55, 6, [830684, 107417]
luxury : 5812881547, 47, 1, [740833, 976870]
economy : 6377032127, 197, 1, [555802, 687791]
business : 1986176954, 117, 3, [474237, 119743]
economy : 8627221153, 124, 2, [830684, 984826]
economy : 4036161901, 64, 1, [976870, 687791]
economy : 9467324643, 53, 2, [976870, 687791]
business : 4994778947, 187, 0, [119743, 474237]
business : 8760405875, 176, 3, [107417, 119743]
economy : 1691621000, 141, 1, [740833, 555802]
economy : 4186357325, 149, 2, [984826, 107417]
luxury : 2463958863, 128, 7, [984826, 740833]
business : 5717039693, 191, 2, [740833, 474237]
economy : 5821300181, 76, 2, [976870, 119743]
economy : 4960003518, 152, 6, [107417, 740833]
economy : 7074291632, 131, 2, [830684, 227105]
economy : 7196306560, 140, 1, [830684, 687791]
economy : 5783007465, 199, 2, [830684, 227105]
business : 8962833179, 166, 3, [474237, 976870]
business : 9410313114, 107, 4, [555802, 474237]
luxury : 5697081084, 108, 2, [107417, 474237]
economy : 2840413335, 193, 3, [227105, 119743]
economy : 1726511682, 42, 2, [474237, 830684]
business : 6360669563, 159, 1, [830684, 107417]
first : 8008876583, 181, 1, [976870, 740833]
economy : 1329248524, 93, 1, [984826, 687791]
economy : 9917850242, 63, 9, [740833, 830684]
economy : 3513853095, 160, 3, [830684, 227105]
economy : 8969975958, 167, 5, [984826, 830684]
business : 1419161924, 142, 2, [474237, 107417]
luxury : 9670796849, 171, 0, [107417, 227105]
economy : 5451270114, 184, 0, [976870, 555802]
economy : 9975080466, 198, 2, [740833, 474237]
economy : 4640844863, 43, 2, [740833, 976870]
economy : 1350980897, 86, 7, [119743, 687791]
business : 9745282003, 200, 1, [687791, 830684]
first : 5759901707, 110, 2, [740833, 830684]
economy : 3162911418, 85, 5, [474237, 687791]
economy : 7217568708, 115, 2, [976870, 984826]
economy : 9490199058, 89, 3, [474237, 119743]
economy : 4834842095, 49, 2, [107417, 830684]
business : 6663857425, 130, 1, [830684, 107417]
economy : 8753578180, 137, 2, [830684, 984826]
business : 9284804478, 148, 2, [555802, 740833]
economy : 5330172403, 189, 2, [830684, 555802]
economy : 8845238135, 57, 2, [984826, 976870]
economy : 6666932464, 162, 3, [119743, 107417]
business : 5659715956, 150, 1, [740833, 984826]
economy : 1884610835, 124, 5, [119743, 830684]
economy : 2261961317, 163, 3, [107417, 976870]
business : 7294164844, 82, 4, [227105, 976870]
economy : 1692614205, 162, 0, [107417, 687791]
economy : 1343787350, 77, 3, [227105, 555802]
economy : 7505672250, 107, 3, [119743, 740833]
economy : 3571937805, 102, 4, [687791, 474237]
economy : 9764742259, 116, 1, [107417, 976870]
business : 5460983973, 150, 4, [107417, 227105]
economy : 2577317362, 164, 1, [984826, 119743]
economy : 5626304452, 186, 2, [474237, 119743]
economy : 8887806120, 54, 1, [687791, 474237]
business : 1280976670, 156, 5, [107417, 976870]
economy : 9685342475, 114, 3, [474237, 555802]
economy : 7454725962, 122, 9, [474237, 227105]
economy : 7566784389, 50, 2, [687791, 227105]
economy : 7125894947, 91, 7, [119743, 984826]
economy : 5600401065, 182, 0, [984826, 555802]
economy : 8228925861, 87, 7, [984826, 474237]
economy : 9936261961, 178, 2, [984826, 474237]
economy : 5573807957, 130, 8, [474237, 555802]
economy : 7034532097, 50, 5, [976870, 740833]
business : 2687421831, 157, 1, [984826, 687791]
luxury : 2348588360, 96, 2, [687791, 474237]
business : 8996122369, 85, 9, [474237, 227105]
economy : 3439312319, 150, 2, [687791, 119743]
economy : 7100539776, 57, 1, [687791, 107417]
economy : 3954620703, 150, 1, [976870, 830684]
business : 5312896865, 131, 6, [687791, 830684]
business : 6427550334, 186, 1, [119743, 740833]
economy : 4587049054, 181, 2, [976870, 119743]
economy : 1594245204, 199, 2, [740833, 555802]
economy : 6745820069, 187, 3, [107417, 976870]
economy : 5225607672, 90, 1, [984826, 830684]
economy : 5409195994, 187, 1, [976870, 474237]
economy : 1175357527, 43, 0, [119743, 107417]
business : 9485117667, 139, 2, [107417, 555802]
first : 7302668274, 45, 2, [227105, 830684]
first : 1542335684, 119, 7, [555802, 976870]
economy : 7945367263, 193, 2, [984826, 227105]
economy : 6554810324, 58, 3, [687791, 830684]
economy : 3731476751, 157, 3, [830684, 227105]
economy : 5618313180, 44, 2, [984826, 830684]
economy : 9847795273, 200, 0, [687791, 976870]
economy : 6677311722, 196, 2, [976870, 984826]
business : 2316822929, 51, 1, [976870, 227105]
business : 1330646818, 92, 2, [687791, 740833]
economy : 1126973839, 195, 1, [227105, 984826]
first : 3404419230, 142, 2, [830684, 687791]
economy : 6532119038, 118, 1, [474237, 740833]
economy : 8611571677, 101, 5, [119743, 474237]
economy : 4172333533, 160, 10, [740833, 984826]
economy : 4254398990, 147, 5, [119743, 227105]
economy : 4855453598, 109, 1, [107417, 976870]
economy : 3748674188, 55, 2, [976870, 474237]
economy : 4710170834, 63, 1, [830684, 976870]
economy : 1990917175, 124, 0, [107417, 830684]
economy : 3956014334, 116, 2, [555802, 119743]
economy : 1615525926, 172, 4, [976870, 740833]
economy : 1705176089, 124, 0, [119743, 555802]
business : 9353569563, 65, 4, [119743, 555802]
first : 1154831497, 174, 3, [687791, 555802]
economy : 7781493409, 63, 0, [976870, 555802]
luxury : 9563266910, 143, 2, [227105, 119743]
economy : 7196143065, 177, 0, [687791, 555802]
business : 3106595606, 81, 1, [555802, 830684]
first : 1780092769, 66, 1, [740833, 830684]
business : 8563377839, 123, 1, [687791, 474237]
business : 5196359194, 181, 1, [687791, 107417]
economy : 8004662702, 161, 9, [227105, 474237]
business : 6564476886, 72, 6, [107417, 976870]
economy : 6027249615, 56, 5, [474237, 830684]
economy : 4433633869, 142, 2, [976870, 740833]
economy : 3121333594, 96, 2, [107417, 119743]
economy : 2904446270, 165, 2, [227105, 830684]
economy : 2262706917, 84, 1, [740833, 830684]
economy : 3134364487, 88, 3, [474237, 107417]
business : 6586223243, 177, 1, [976870, 474237]
business : 4496864955, 76, 1, [555802, 740833]
economy : 3106006913, 41, 3, [984826, 555802]
economy : 2522450607, 62, 1, [984826, 687791]
first : 2716952093, 143, 2, [976870, 119743]
economy : 6095969067, 75, 0, [740833, 687791]
business : 7996862718, 112, 1, [740833, 687791]
economy : 8102065238, 181, 3, [107417, 474237]
economy : 1354222435, 65, 4, [687791, 830684]
economy : 1005041798, 172, 1, [555802, 474237]
economy : 9913404187, 139, 0, [227105, 107417]
economy : 9912588361, 113, 7, [740833, 687791]
business : 9921435418, 86, 0, [107417, 976870]
business : 9173392998, 169, 1, [555802, 227105]
economy : 6952827825, 82, 0, [984826, 227105]
business : 5408404842, 52, 1, [687791, 830684]
economy : 6352610422, 195, 2, [555802, 740833]
business : 9831749398, 50, 3, [976870, 984826]
economy : 8247323038, 61, 5, [740833, 830684]
economy : 8530893785, 155, 1, [107417, 687791]
economy : 1816554153, 158, 2, [976870, 107417]
economy : 2689671152, 44, 4, [976870, 555802]
economy : 1723673782, 200, 1, [227105, 976870]
business : 3904402912, 198, 2, [107417, 984826]
economy : 2120149940, 136, 2, [687791, 984826]
economy : 6551503775, 68, 3, [555802, 984826]
business : 6404998852, 132, 3, [227105, 107417]
business : 2080956472, 99, 2, [976870, 119743]
business : 8191539127, 96, 1, [830684, 555802]
business : 3218190790, 94, 1, [687791, 830684]
economy : 6864220314, 79, 1, [107417, 474237]
economy : 7935367555, 172, 3, [107417, 687791]
economy : 9423390739, 168, 2, [119743, 976870]
economy : 9001724012, 159, 2, [227105, 474237]
economy : 8363358081, 95, 0, [984826, 227105]
first : 7410784063, 149, 8, [474237, 555802]
economy : 3535103213, 68, 2, [976870, 687791]
economy : 6386827862, 161, 2, [227105, 740833]
business : 1078573650, 176, 2, [119743, 474237]
economy : 9129522230, 41, 1, [227105, 687791]
economy : 1797846651, 121, 1, [687791, 830684]
economy : 2719647377, 198, 0, [474237, 555802]
economy : 7479057217, 140, 1, [119743, 984826]
business : 7085925012, 152, 2, [830684, 555802]
economy : 1219333428, 56, 1, [474237, 555802]
business : 1636020281, 52, 0, [474237, 119743]
business : 8123220630, 44, 0, [830684, 555802]
economy : 9230602113, 106, 0, [555802, 107417]
business : 5440988625, 173, 1, [227105, 119743]
economy : 2848486858, 51, 4, [119743, 474237]
economy : 1921436879, 120, 2, [555802, 976870]
business : 5114228927, 167, 0, [984826, 976870]
economy : 4488382534, 132, 1, [555802, 687791]
business : 3843581869, 64, 1, [555802, 984826]
business : 7910643253, 69, 2, [976870, 555802]
business : 6648288407, 41, 4, [830684, 976870]
first : 7583451166, 106, 2, [976870, 687791]
business : 1128932704, 66, 2, [227105, 119743]
economy : 6741318033, 73, 3, [740833, 555802]
economy : 3813130593, 172, 2, [107417, 555802]
business : 9286059393, 109, 10, [474237, 687791]
business : 4860024200, 78, 1, [740833, 474237]
economy : 7704357644, 147, 1, [740833, 830684]
economy : 4621009044, 41, 5, [474237, 227105]
economy : 9130117854, 40, 10, [740833, 555802]
economy : 3916984891, 200, 3, [119743, 687791]
economy : 7736887434, 53, 1, [107417, 555802]
economy : 2459500909, 177, 2, [687791, 119743]
economy : 8616451352, 65, 1, [119743, 984826]
business : 9423577718, 110, 1, [555802, 740833]
economy : 6567838316, 101, 1, [740833, 984826]
economy : 7976731987, 187, 5, [119743, 984826]
economy : 7533692984, 130, 5, [687791, 474237]
economy : 9230489087, 159, 1, [119743, 984826]
economy : 6859980811, 72, 1, [740833, 119743]
economy : 7952690746, 170, 1, [740833, 830684]
economy : 9767074400, 77, 1, [227105, 687791]
business : 5837268546, 96, 3, [555802, 740833]
economy : 4010812584, 42, 5, [984826, 107417]
economy : 8463681642, 130, 2, [227105, 830684]
business : 8791941062, 133, 2, [976870, 830684]
economy : 8112836923, 164, 2, [227105, 740833]
economy : 3207652116, 138, 2, [107417, 740833]
first : 1875274342, 164, 2, [984826, 830684]
economy : 1754992720, 136, 1, [740833, 227105]
economy : 5679934973, 41, 0, [107417, 830684]
economy : 5761780709, 85, 2, [555802, 119743]
economy : 3959087534, 97, 4, [555802, 107417]
economy : 3356517398, 184, 0, [227105, 107417]
economy : 6248648759, 166, 1, [976870, 984826]
economy : 1081204978, 133, 0, [830684, 984826]
business : 3871442239, 145, 2, [119743, 984826]
first : 8036142057, 175, 2, [119743, 740833]
economy : 4094330967, 155, 3, [227105, 107417]
first : 5355283281, 44, 1, [227105, 474237]
economy : 9076802521, 51, 3, [984826, 227105]
first : 3836892693, 57, 1, [227105, 687791]
first : 5931478680, 59, 5, [474237, 227105]
business : 8454054720, 62, 0, [976870, 474237]
business : 5511057672, 58, 5, [474237, 830684]
economy : 9064127926, 160, 2, [687791, 740833]
economy : 8522401648, 179, 2, [830684, 555802]
first : 2400647362, 180, 2, [830684, 119743]
business : 9357812956, 127, 2, [227105, 119743]
economy : 9747151770, 113, 1, [474237, 830684]
first : 7577041716, 67, 3, [830684, 984826]
economy : 1018771348, 159, 3, [555802, 107417]
business : 1079838296, 61, 1, [107417, 976870]
business : 3994956773, 81, 2, [976870, 830684]
economy : 8214537859, 148, 2, [227105, 740833]
economy : 7218612151, 101, 0, [830684, 107417]
economy : 7472024142, 84, 2, [687791, 119743]
economy : 6297091852, 53, 9, [474237, 119743]
economy : 3550386373, 89, 0, [740833, 107417]
economy : 1291217979, 102, 1, [227105, 830684]
economy : 1950160396, 41, 0, [687791, 107417]
business : 1371940745, 40, 3, [119743, 474237]
economy : 6693765894, 181, 1, [740833, 227105]
economy : 7104001748, 97, 0, [984826, 227105]
business : 6626450187, 176, 2, [555802, 984826]
business : 8054688374, 174, 2, [119743, 474237]
business : 7026571249, 196, 8, [830684, 687791]
economy : 8762729786, 163, 1, [984826, 687791]
economy : 4363135182, 104, 0, [740833, 107417]
economy : 6491048053, 159, 2, [984826, 474237]
economy : 9127220687, 83, 0, [830684, 984826]
economy : 4306968390, 134, 2, [107417, 687791]
economy : 1136619159, 83, 1, [107417, 119743]
business : 1046639423, 162, 1, [830684, 984826]
luxury : 3462112200, 156, 4, [687791, 830684]
economy : 5620127981, 71, 6, [555802, 687791]
business : 3632024037, 58, 0, [474237, 227105]
economy : 7220452428, 55, 1, [740833, 555802]
economy : 7095462973, 95, 1, [976870, 687791]
economy : 1082483747, 167, 1, [555802, 984826]
economy : 8543306510, 73, 3, [119743, 984826]
business : 6274003036, 159, 3, [227105, 107417]
economy : 6082036156, 167, 2, [107417, 119743]
economy : 9276815008, 64, 1, [830684, 740833]
economy : 4335253744, 184, 3, [474237, 227105]
economy : 4354388450, 95, 9, [687791, 119743]
business : 9185279935, 198, 0, [976870, 830684]
economy : 1945869369, 101, 5, [119743, 227105]
economy : 6150263636, 126, 1, [687791, 740833]
economy : 6713541268, 182, 1, [830684, 687791]
economy : 7772423900, 176, 1, [555802, 830684]
economy : 1170946766, 77, 1, [107417, 984826]
business : 7524356747, 129, 1, [740833, 119743]
business : 7871502033, 138, 1, [687791, 984826]
economy : 5706847251, 89, 4, [830684, 984826]
economy : 9964204449, 185, 3, [830684, 555802]
economy : 3638760032, 80, 9, [227105, 740833]
economy : 9819118832, 110, 3, [830684, 107417]
economy : 5795430356, 123, 1, [976870, 227105]
economy : 7121353310, 193, 2, [976870, 107417]
economy : 6948486087, 176, 1, [984826, 976870]
economy : 6431363832, 47, 5, [474237, 119743]
economy : 8054421442, 131, 4, [555802, 474237]
economy : 3284593086, 91, 2, [740833, 474237]
first : 3273054184, 178, 1, [740833, 227105]
economy : 3865523206, 150, 3, [687791, 227105]
business : 7274333372, 51, 2, [474237, 830684]
economy : 8462006975, 186, 4, [107417, 976870]
economy : 2479120579, 199, 0, [474237, 976870]
business : 7832739293, 127, 2, [984826, 830684]
business : 8204008338, 174, 1, [984826, 119743]
economy : 7727805902, 131, 2, [555802, 984826]
economy : 6026512346, 89, 1, [976870, 555802]
economy : 2801299901, 41, 2, [976870, 119743]
economy : 9932782029, 80, 5, [687791, 984826]
economy : 1804817017, 136, 1, [474237, 830684]
