13 10 2469
9756 15075.0 15957 18648 5640
hub : 405377, -1657, 714, 43.67, 157800, 8
hub : 602366, -2905, 0, 41.47, 279000, 7
regional : 252662, -400, 2419, 75.57, 107800, 3
regional : 768071, -2620, 1868, 98.12, 140200, 4
hub : 376964, 316, 3097, 38.28, 234300, 9
major : 810348, 602, 1202, 71.61, 233250, 4
major : 621434, 2394, -148, 73.04, 227000, 6
hub : 349241, -53, -415, 55.99, 215400, 5
major : 451688, 1616, -613, 74.47, 188500, 4
major : 191771, 927, -409, 60.72, 162500, 6
economy : 3939669828, 176, 2, [376964, 349241]
economy : 9207960300, 166, 1, [602366, 376964]
economy : 9170734258, 157, 3, [451688, 252662]
business : 3423892206, 163, 2, [405377, 621434]
business : 7564076378, 171, 2, [405377, 252662]
business : 1703175689, 86, 3, [349241, 810348]
business : 3106662666, 112, 1, [621434, 405377]
economy : 6023247212, 65, 0, [810348, 621434]
business : 3461567887, 65, 5, [768071, 252662]
economy : 8667377234, 62, 2, [405377, 191771]
first : 9092120448, 89, 1, [376964, 191771]
economy : 5107547366, 168, 1, [621434, 405377]
economy : 7704914012, 56, 1, [252662, 191771]
first : 9864107913, 163, 1, [376964, 252662]
economy : 5496501996, 194, 1, [602366, 810348]
business : 5340085646, 64, 1, [768071, 376964]
economy : 7327728192, 66, 10, [405377, 621434]
economy : 2907429878, 41, 1, [376964, 405377]
business : 8224543314, 147, 0, [621434, 405377]
business : 1344452634, 47, 2, [405377, 376964]
economy : 7399643077, 131, 3, [621434, 376964]
business : 5170602523, 110, 1, [376964, 349241]
economy : 7184456928, 50, 0, [602366, 191771]
economy : 2563117304, 117, 0, [376964, 252662]
economy : 4225037747, 145, 4, [376964, 768071]
economy : 5969246886, 129, 1, [376964, 451688]
economy : 4318274741, 64, 2, [349241, 810348]
economy : 7803879983, 60, 1, [376964, 768071]
economy : 4793341975, 153, 1, [621434, 252662]
economy : 8700914037, 184, 3, [405377, 191771]
economy : 9495784457, 155, 5, [768071, 191771]
economy : 5582932850, 153, 0, [810348, 621434]
economy : 8378357616, 193, 5, [810348, 405377]
business : 3200259612, 69, 1, [621434, 252662]
economy : 5112135329, 142, 0, [768071, 451688]
economy : 7067307646, 40, 3, [768071, 621434]
economy : 8908405031, 154, 2, [621434, 252662]
economy : 7012485343, 128, 2, [191771, 451688]
first : 2996078189, 167, 1, [768071, 405377]
economy : 6104845090, 176, 1, [191771, 621434]
business : 4942031851, 90, 5, [376964, 191771]
economy : 3743667168, 167, 2, [451688, 376964]
luxury : 4410149596, 102, 2, [252662, 602366]
economy : 1591872808, 154, 1, [621434, 405377]
economy : 5974421191, 199, 1, [768071, 621434]
business : 5594436747, 57, 1, [191771, 349241]
economy : 1463033581, 162, 1, [768071, 349241]
business : 4852747411, 101, 2, [376964, 405377]
economy : 8029757669, 80, 0, [810348, 376964]
economy : 2734502995, 61, 5, [810348, 349241]
economy : 5801351841, 188, 1, [191771, 602366]
economy : 7608130578, 119, 3, [621434, 768071]
business : 6304661766, 145, 6, [621434, 768071]
economy : 3996880398, 111, 0, [768071, 810348]
economy : 4367430283, 159, 1, [405377, 810348]
economy : 4716758898, 136, 1, [252662, 810348]
economy : 3993096450, 44, 1, [451688, 810348]
economy : 1070122102, 40, 3, [768071, 376964]
economy : 2186476799, 60, 2, [376964, 252662]
economy : 3268520425, 107, 7, [349241, 621434]
business : 7684359320, 120, 3, [405377, 768071]
economy : 6422605623, 183, 2, [810348, 451688]
economy : 5194202521, 185, 1, [191771, 621434]
economy : 3173657801, 156, 4, [191771, 252662]
economy : 3372448882, 197, 1, [602366, 405377]
economy : 1141064168, 62, 4, [376964, 252662]
business : 4303094808, 175, 3, [451688, 252662]
economy : 5318496696, 177, 3, [405377, 451688]
economy : 3897093778, 50, 1, [810348, 252662]
economy : 2592947572, 125, 1, [602366, 191771]
economy : 4449974609, 79, 1, [602366, 768071]
luxury : 9838962104, 133, 2, [451688, 376964]
first : 8855080197, 149, 5, [349241, 810348]
business : 1083401884, 168, 1, [349241, 405377]
economy : 5552818827, 116, 2, [405377, 810348]
economy : 6329717699, 75, 1, [451688, 768071]
economy : 5641186719, 78, 1, [191771, 349241]
business : 2131063901, 82, 9, [191771, 621434]
economy : 5384446493, 134, 4, [621434, 191771]
economy : 8905209630, 180, 0, [349241, 602366]
economy : 1228378889, 187, 1, [252662, 405377]
business : 8277837773, 197, 1, [768071, 810348]
economy : 8817808800, 190, 7, [810348, 602366]
economy : 8450055110, 78, 5, [768071, 810348]
business : 2938810264, 151, 1, [349241, 602366]
economy : 1422946342, 87, 2, [252662, 768071]
business : 5731463248, 143, 0, [768071, 349241]
economy : 9978318190, 72, 1, [191771, 810348]
economy : 7951463351, 194, 1, [191771, 252662]
first : 2524523360, 190, 4, [810348, 191771]
economy : 2707371437, 134, 0, [621434, 349241]
economy : 8236272214, 145, 3, [349241, 405377]
economy : 1638320329, 122, 4, [405377, 376964]
economy : 2590060605, 95, 3, [768071, 376964]
luxury : 4593686713, 91, 1, [602366, 451688]
economy : 8115550904, 172, 7, [768071, 191771]
economy : 6310785807, 40, 1, [621434, 768071]
economy : 3175559286, 80, 1, [405377, 191771]
economy : 7875568475, 78, 2, [349241, 376964]
economy : 1092012999, 147, 1, [252662, 621434]
business : 7111351048, 130, 1, [451688, 405377]
economy : 6897467874, 82, 1, [349241, 376964]
economy : 8020430257, 116, 2, [191771, 405377]
luxury : 7012810722, 136, 2, [451688, 252662]
economy : 3885023557, 169, 2, [451688, 252662]
economy : 6724480855, 100, 0, [768071, 405377]
economy : 2310919315, 177, 1, [349241, 451688]
economy : 8728690041, 56, 8, [376964, 768071]
economy : 3058588042, 174, 7, [191771, 621434]
economy : 5106075104, 55, 2, [349241, 405377]
first : 8264304629, 91, 3, [451688, 191771]
economy : 3381958621, 56, 1, [602366, 621434]
business : 4578521328, 163, 1, [621434, 252662]
economy : 7290925744, 174, 1, [602366, 349241]
business : 9515677225, 119, 1, [810348, 376964]
business : 9243796819, 122, 5, [349241, 191771]
economy : 7284833610, 127, 2, [810348, 621434]
economy : 9115575324, 128, 2, [621434, 810348]
economy : 1147081024, 56, 0, [621434, 349241]
business : 4563213378, 126, 3, [191771, 349241]
economy : 7711325604, 86, 1, [405377, 768071]
business : 5504095316, 42, 7, [810348, 252662]
economy : 3694964004, 121, 3, [451688, 405377]
economy : 4428463670, 172, 1, [810348, 602366]
economy : 3583770150, 165, 0, [376964, 252662]
economy : 9148527128, 88, 2, [349241, 191771]
economy : 1371320040, 46, 0, [252662, 621434]
business : 3605139546, 199, 5, [621434, 252662]
economy : 9957668749, 94, 0, [191771, 621434]
economy : 5693355111, 122, 4, [602366, 252662]
economy : 4991652651, 88, 1, [768071, 621434]
economy : 6039809382, 65, 2, [405377, 810348]
luxury : 8632179107, 69, 1, [621434, 451688]
economy : 9796869855, 75, 2, [451688, 191771]
economy : 2379172162, 165, 2, [252662, 349241]
luxury : 7476599267, 135, 2, [191771, 376964]
business : 3957576836, 132, 3, [621434, 810348]
economy : 4406910263, 75, 1, [602366, 376964]
first : 1388027230, 71, 5, [602366, 810348]
economy : 7748259849, 58, 0, [376964, 768071]
economy : 3871189401, 89, 4, [191771, 768071]
economy : 9327733251, 157, 1, [376964, 349241]
business : 2819406481, 180, 4, [810348, 191771]
economy : 2317729012, 74, 1, [810348, 191771]
economy : 6644672964, 72, 9, [768071, 451688]
economy : 2594926984, 123, 1, [252662, 405377]
economy : 6614979153, 172, 0, [405377, 602366]
economy : 3402509161, 175, 1, [376964, 451688]
economy : 1748303321, 124, 7, [376964, 768071]
economy : 6830942225, 166, 0, [810348, 768071]
economy : 8131035729, 123, 1, [810348, 405377]
economy : 9385757866, 127, 1, [602366, 621434]
economy : 4190942278, 121, 1, [810348, 451688]
economy : 3654548622, 179, 2, [451688, 768071]
economy : 9719357613, 74, 2, [349241, 602366]
business : 5289710401, 108, 0, [810348, 191771]
economy : 6903013705, 142, 3, [191771, 768071]
business : 7179500662, 182, 3, [621434, 376964]
first : 2342521042, 99, 0, [451688, 349241]
business : 1285313207, 138, 1, [810348, 349241]
economy : 9236563057, 112, 2, [810348, 602366]
luxury : 6114171899, 127, 0, [810348, 191771]
business : 6130160819, 117, 7, [252662, 191771]
economy : 7137738984, 135, 1, [405377, 602366]
first : 5551039302, 108, 2, [768071, 451688]
economy : 3158905002, 117, 0, [376964, 191771]
economy : 6650255890, 51, 6, [810348, 621434]
business : 2040376882, 86, 5, [602366, 405377]
business : 8185325586, 100, 4, [621434, 191771]
economy : 3961244682, 170, 4, [768071, 602366]
economy : 8266829212, 115, 3, [602366, 252662]
business : 2888581517, 65, 6, [376964, 768071]
economy : 5254770351, 135, 2, [768071, 810348]
economy : 7245043809, 190, 1, [376964, 405377]
economy : 5124915793, 143, 8, [376964, 252662]
economy : 2671739116, 52, 1, [602366, 349241]
economy : 4665219814, 176, 2, [768071, 602366]
economy : 3896798029, 48, 8, [768071, 602366]
business : 7535042327, 120, 2, [405377, 768071]
economy : 4442864107, 98, 0, [376964, 405377]
business : 4034007435, 169, 1, [376964, 602366]
economy : 9823394581, 115, 1, [451688, 349241]
first : 6402070658, 121, 6, [191771, 602366]
economy : 6953988717, 187, 3, [602366, 252662]
economy : 3208138816, 156, 1, [252662, 405377]
economy : 1985191258, 92, 2, [451688, 602366]
economy : 5280857149, 80, 2, [768071, 602366]
first : 2403476911, 75, 8, [376964, 451688]
economy : 2114838909, 73, 10, [768071, 191771]
economy : 3718529251, 192, 1, [191771, 376964]
economy : 4749012910, 182, 10, [376964, 349241]
economy : 3629291441, 105, 1, [621434, 405377]
business : 8390468574, 82, 2, [376964, 405377]
business : 2784422549, 198, 1, [602366, 810348]
economy : 3626961387, 149, 1, [252662, 405377]
economy : 9016259516, 185, 2, [810348, 621434]
economy : 5823399766, 174, 0, [621434, 191771]
economy : 6950552754, 50, 3, [191771, 768071]
economy : 8205149682, 116, 1, [602366, 405377]
business : 7320472264, 81, 1, [621434, 768071]
economy : 4533528874, 49, 1, [376964, 810348]
business : 3176155670, 121, 4, [191771, 768071]
economy : 1004254125, 185, 3, [621434, 768071]
economy : 9452380871, 157, 1, [349241, 810348]
economy : 8962424529, 172, 1, [191771, 451688]
economy : 8108398143, 175, 3, [602366, 405377]
business : 4778555390, 187, 4, [451688, 349241]
economy : 6238932642, 159, 2, [810348, 252662]
economy : 7818137632, 71, 2, [405377, 621434]
economy : 9319723988, 58, 2, [602366, 768071]
economy : 8587591989, 103, 0, [621434, 376964]
business : 3135907329, 165, 0, [621434, 405377]
first : 8391904303, 146, 0, [810348, 349241]
economy : 4113168610, 61, 1, [349241, 621434]
economy : 7582473073, 182, 2, [191771, 810348]
economy : 7745487042, 101, 8, [810348, 349241]
economy : 5295517967, 167, 1, [621434, 602366]
economy : 8699480474, 190, 1, [376964, 451688]
business : 7269336229, 78, 2, [191771, 349241]
first : 5153765732, 132, 5, [810348, 621434]
business : 7005429061, 65, 1, [191771, 405377]
economy : 1454655948, 58, 1, [602366, 376964]
economy : 9602496624, 177, 0, [349241, 621434]
economy : 8136327858, 132, 0, [349241, 405377]
economy : 5550198718, 161, 1, [405377, 768071]
economy : 7212098375, 114, 1, [191771, 451688]
economy : 1042070273, 112, 3, [252662, 191771]
economy : 2533484246, 188, 1, [810348, 349241]
business : 7548541492, 69, 1, [621434, 191771]
economy : 2583579407, 86, 1, [252662, 451688]
economy : 4919817755, 147, 2, [768071, 349241]
economy : 2874416730, 185, 2, [349241, 621434]
economy : 3708525445, 200, 10, [191771, 405377]
economy : 2424964648, 154, 8, [376964, 810348]
economy : 9720434730, 149, 1, [252662, 405377]
business : 6022776364, 133, 1, [810348, 191771]
economy : 8353151745, 49, 1, [252662, 376964]
economy : 4375867404, 140, 1, [602366, 349241]
economy : 3748956718, 198, 4, [376964, 602366]
economy : 8258704167, 199, 0, [768071, 191771]
economy : 7918940351, 157, 1, [191771, 252662]
economy : 4284137581, 123, 3, [602366, 376964]
business : 4182075456, 183, 3, [191771, 768071]
economy : 4746552934, 100, 0, [602366, 768071]
economy : 5950155574, 192, 10, [376964, 252662]
business : 7623658051, 68, 1, [349241, 768071]
economy : 1109511144, 153, 0, [405377, 191771]
business : 3315542714, 109, 1, [451688, 349241]
economy : 5451448093, 48, 3, [191771, 810348]
economy : 1475921477, 124, 2, [405377, 451688]
business : 3078337309, 180, 2, [349241, 451688]
economy : 5242603800, 166, 0, [602366, 191771]
economy : 2049958897, 78, 4, [191771, 810348]
first : 3049912187, 164, 2, [349241, 621434]
business : 1904989687, 179, 0, [451688, 768071]
economy : 3883337616, 137, 2, [405377, 451688]
economy : 5572271780, 200, 1, [376964, 602366]
first : 7989873569, 114, 1, [376964, 191771]
economy : 1543038053, 166, 2, [405377, 252662]
economy : 2324577052, 129, 2, [405377, 602366]
first : 4562831522, 195, 3, [810348, 621434]
economy : 3654987192, 179, 1, [376964, 349241]
economy : 9650905990, 148, 0, [768071, 349241]
luxury : 5388448385, 137, 1, [405377, 252662]
economy : 7999160400, 160, 9, [768071, 376964]
first : 1740256630, 152, 1, [405377, 810348]
economy : 3662309471, 153, 0, [451688, 405377]
economy : 4337159088, 144, 9, [191771, 405377]
economy : 9883024431, 51, 5, [768071, 602366]
economy : 3176700372, 200, 7, [191771, 376964]
first : 9531241119, 67, 7, [768071, 376964]
economy : 8746254493, 61, 4, [810348, 252662]
business : 6873634252, 115, 4, [191771, 621434]
economy : 9048314772, 108, 1, [621434, 252662]
economy : 8988431678, 60, 3, [405377, 349241]
business : 2066334347, 124, 2, [349241, 252662]
economy : 3650122340, 124, 3, [451688, 602366]
economy : 5530261099, 88, 0, [602366, 252662]
economy : 9438242260, 55, 2, [810348, 191771]
luxury : 2438966899, 176, 10, [768071, 405377]
business : 8270540380, 111, 2, [768071, 451688]
economy : 6759426268, 162, 1, [252662, 768071]
first : 2099656208, 166, 8, [349241, 810348]
business : 6645318447, 128, 1, [405377, 349241]
economy : 4948342042, 144, 2, [768071, 621434]
economy : 2207976903, 101, 3, [810348, 602366]
economy : 3533451805, 48, 2, [451688, 405377]
economy : 9851448486, 117, 1, [621434, 405377]
economy : 3586838282, 189, 3, [768071, 810348]
first : 6822038055, 41, 1, [451688, 405377]
economy : 9220514007, 186, 2, [349241, 602366]
business : 1254142251, 47, 1, [602366, 252662]
business : 7193547477, 97, 3, [451688, 349241]
business : 1442147009, 133, 1, [768071, 621434]
economy : 2760730424, 44, 1, [451688, 405377]
economy : 6360847001, 131, 3, [451688, 621434]
business : 9251354345, 56, 0, [451688, 191771]
economy : 2902453636, 66, 2, [191771, 810348]
economy : 3935681386, 94, 4, [451688, 252662]
economy : 1703843871, 145, 1, [252662, 602366]
economy : 4977865513, 114, 2, [810348, 621434]
economy : 8871819370, 192, 2, [376964, 768071]
economy : 3024474825, 63, 6, [602366, 810348]
business : 3218799979, 134, 0, [602366, 810348]
economy : 7081278586, 78, 3, [349241, 405377]
economy : 1556037079, 170, 2, [349241, 810348]
business : 9324354923, 81, 0, [768071, 252662]
economy : 4631315774, 137, 1, [405377, 376964]
business : 8280090982, 66, 1, [621434, 602366]
economy : 7779231086, 80, 1, [405377, 376964]
economy : 2337078533, 159, 0, [768071, 349241]
economy : 8406887807, 178, 1, [768071, 349241]
economy : 3716155050, 82, 3, [191771, 810348]
economy : 9381054757, 108, 4, [602366, 191771]
economy : 5081404164, 145, 1, [349241, 768071]
economy : 1455695317, 174, 1, [768071, 349241]
first : 1739825638, 116, 2, [405377, 349241]
first : 8155858156, 153, 4, [451688, 252662]
economy : 8573753145, 180, 4, [191771, 810348]
economy : 7602562744, 182, 1, [191771, 349241]
first : 9941243399, 148, 3, [768071, 252662]
business : 8042270228, 137, 5, [191771, 768071]
business : 9192995004, 72, 1, [191771, 349241]
economy : 4438736999, 102, 1, [451688, 191771]
economy : 2715436559, 164, 4, [768071, 349241]
economy : 8505674347, 135, 10, [621434, 376964]
economy : 6738678764, 114, 1, [376964, 602366]
first : 1878862910, 48, 1, [768071, 376964]
economy : 2392373240, 192, 2, [768071, 405377]
business : 8360029198, 152, 1, [451688, 602366]
economy : 3384005278, 96, 1, [376964, 768071]
economy : 9883976164, 144, 5, [191771, 252662]
economy : 1654789630, 121, 4, [191771, 376964]
business : 6699850398, 156, 2, [602366, 252662]
economy : 1313587872, 63, 1, [768071, 810348]
economy : 8927696235, 182, 0, [405377, 768071]
business : 6896325492, 103, 6, [405377, 451688]
economy : 5838035301, 121, 3, [768071, 621434]
economy : 5784500069, 93, 1, [768071, 252662]
first : 2853018065, 170, 0, [810348, 376964]
economy : 6150841444, 109, 2, [621434, 191771]
economy : 5187339351, 73, 5, [376964, 405377]
economy : 7621736435, 195, 1, [602366, 191771]
economy : 8048424723, 183, 5, [252662, 191771]
business : 1973104264, 141, 2, [376964, 810348]
economy : 1910104005, 152, 1, [349241, 451688]
first : 5165862363, 197, 1, [252662, 621434]
economy : 3006434649, 64, 1, [621434, 602366]
economy : 4687834124, 154, 7, [252662, 405377]
first : 7702203478, 135, 3, [602366, 349241]
luxury : 1109688381, 146, 3, [810348, 349241]
economy : 9666205051, 76, 1, [349241, 768071]
economy : 9954388115, 130, 0, [768071, 349241]
economy : 5466809865, 68, 1, [621434, 451688]
economy : 3341047073, 200, 3, [768071, 252662]
business : 1572411702, 118, 1, [602366, 810348]
economy : 3850273523, 84, 9, [191771, 451688]
business : 4960653322, 69, 0, [405377, 376964]
economy : 6256723359, 65, 1, [349241, 768071]
business : 2289152200, 46, 2, [191771, 405377]
economy : 3101199435, 88, 0, [451688, 621434]
business : 7945455688, 49, 1, [810348, 602366]
business : 7053399006, 125, 0, [602366, 768071]
first : 1891511913, 170, 2, [376964, 621434]
economy : 9008715242, 97, 1, [349241, 621434]
luxury : 2554075997, 95, 1, [405377, 810348]
business : 9857038686, 167, 3, [768071, 451688]
economy : 7091915339, 75, 0, [252662, 602366]
first : 3140799521, 137, 1, [376964, 602366]
business : 7896670322, 108, 0, [252662, 451688]
economy : 2118579397, 53, 2, [602366, 191771]
economy : 6081068473, 49, 1, [405377, 191771]
first : 1478559794, 112, 4, [602366, 191771]
economy : 4785723237, 198, 0, [349241, 451688]
economy : 5117027561, 55, 0, [621434, 252662]
economy : 4247482852, 113, 2, [451688, 810348]
business : 9284035194, 152, 0, [405377, 376964]
business : 2647408086, 101, 4, [810348, 191771]
economy : 6235771159, 67, 2, [810348, 768071]
economy : 6847839158, 92, 2, [252662, 602366]
luxury : 3244417628, 49, 1, [810348, 621434]
economy : 9926402737, 110, 7, [621434, 768071]
economy : 1492583970, 58, 1, [191771, 349241]
first : 9883272397, 117, 1, [349241, 602366]
economy : 3792344532, 120, 0, [451688, 768071]
business : 1202817843, 78, 1, [451688, 252662]
economy : 1932920049, 45, 1, [810348, 602366]
economy : 6548624223, 143, 2, [621434, 191771]
economy : 8400412245, 160, 2, [349241, 451688]
business : 5585064763, 101, 3, [405377, 621434]
economy : 1248486726, 99, 2, [621434, 191771]
economy : 4035287653, 170, 0, [252662, 810348]
economy : 3830476135, 182, 0, [252662, 191771]
economy : 4470095596, 48, 0, [621434, 602366]
business : 3683343547, 150, 0, [602366, 405377]
business : 3113579021, 120, 2, [191771, 810348]
economy : 2998016018, 171, 5, [349241, 252662]
economy : 1734512961, 74, 0, [252662, 191771]
economy : 6220999730, 90, 6, [405377, 602366]
luxury : 7490360478, 171, 3, [191771, 602366]
first : 3344764435, 123, 2, [602366, 621434]
economy : 9742715280, 94, 9, [349241, 451688]
economy : 9575297785, 74, 3, [405377, 768071]
economy : 1313273279, 191, 3, [810348, 349241]
economy : 4059686187, 85, 3, [405377, 621434]
economy : 4178526496, 184, 1, [621434, 252662]
economy : 8110337357, 41, 8, [768071, 349241]
business : 6797046385, 40, 6, [376964, 405377]
economy : 7906719800, 116, 1, [451688, 191771]
business : 8145645627, 143, 3, [451688, 252662]
economy : 7375960723, 89, 2, [451688, 191771]
economy : 6130857338, 158, 2, [621434, 768071]
economy : 8378922172, 52, 8, [252662, 376964]
economy : 7624756285, 159, 1, [349241, 191771]
business : 8958104500, 106, 0, [602366, 768071]
economy : 7299467262, 194, 7, [191771, 405377]
business : 6370950560, 125, 6, [621434, 768071]
economy : 8346540550, 62, 1, [810348, 768071]
economy : 2922991315, 125, 1, [191771, 405377]
economy : 3348671194, 150, 1, [451688, 602366]
economy : 9829636669, 53, 1, [621434, 191771]
economy : 8189675022, 178, 0, [621434, 451688]
business : 6472726929, 126, 5, [376964, 602366]
economy : 4134385871, 91, 0, [405377, 252662]
economy : 5630047230, 130, 7, [252662, 451688]
economy : 5133411927, 113, 1, [621434, 768071]
first : 9466558623, 103, 2, [252662, 602366]
business : 9749107903, 120, 1, [768071, 602366]
economy : 3278758015, 121, 1, [252662, 376964]
first : 5598571188, 152, 1, [349241, 252662]
business : 9069499135, 59, 7, [349241, 191771]
economy : 5648001638, 169, 2, [451688, 602366]
first : 2161430567, 145, 2, [349241, 451688]
economy : 3462174045, 131, 3, [376964, 191771]
economy : 6006667250, 113, 0, [451688, 405377]
economy : 6144445567, 165, 0, [349241, 810348]
economy : 4259717553, 72, 5, [191771, 451688]
economy : 7772980187, 99, 3, [810348, 602366]
business : 7955523008, 81, 6, [252662, 621434]
economy : 3823366500, 170, 2, [768071, 405377]
economy : 2897696069, 51, 8, [191771, 451688]
first : 1850897284, 100, 1, [810348, 621434]
economy : 2720255492, 128, 9, [252662, 405377]
luxury : 3029382793, 151, 1, [349241, 810348]
economy : 4601585740, 168, 1, [768071, 252662]
economy : 1960609845, 63, 0, [349241, 621434]
first : 8573852807, 152, 1, [768071, 621434]
economy : 9302423608, 84, 2, [602366, 252662]
economy : 8491294701, 40, 1, [810348, 768071]
business : 5780537355, 127, 0, [376964, 602366]
economy : 4095661134, 51, 0, [602366, 191771]
first : 9012769606, 194, 1, [349241, 768071]
economy : 2372452712, 91, 0, [376964, 252662]
economy : 9312019400, 52, 0, [621434, 349241]
business : 9118670366, 99, 2, [191771, 621434]
economy : 6510114774, 86, 2, [810348, 602366]
first : 1245258804, 154, 2, [349241, 191771]
economy : 9513425922, 175, 1, [349241, 768071]
economy : 6928401985, 162, 2, [451688, 191771]
economy : 9266681405, 53, 0, [451688, 376964]
economy : 8494325107, 160, 4, [451688, 602366]
economy : 2724916285, 43, 1, [191771, 602366]
luxury : 3695549145, 170, 1, [376964, 451688]
first : 1736082064, 116, 2, [602366, 349241]
economy : 1530645670, 186, 0, [810348, 602366]
economy : 8031451085, 91, 3, [768071, 621434]
economy : 7614779352, 178, 1, [621434, 451688]
economy : 9843267390, 69, 2, [451688, 191771]
economy : 9068136522, 65, 2, [349241, 405377]
economy : 3735927918, 53, 6, [405377, 349241]
economy : 4915461733, 126, 3, [768071, 621434]
economy : 9038864560, 195, 3, [810348, 376964]
economy : 4741621235, 64, 1, [191771, 376964]
first : 3845397037, 174, 8, [376964, 602366]
economy : 7839007782, 154, 2, [349241, 191771]
economy : 8387723942, 149, 9, [376964, 349241]
business : 1424484696, 177, 0, [252662, 191771]
business : 6880063708, 191, 2, [349241, 621434]
economy : 7759019288, 181, 1, [810348, 252662]
luxury : 7791265593, 157, 10, [376964, 602366]
economy : 1402292093, 69, 0, [252662, 191771]
business : 2395872650, 106, 3, [252662, 768071]
business : 2723177274, 184, 2, [451688, 405377]
economy : 1287570918, 40, 1, [349241, 405377]
economy : 2101398233, 134, 4, [349241, 602366]
economy : 6178546140, 196, 2, [451688, 252662]
luxury : 6747416478, 183, 2, [376964, 602366]
economy : 8414087907, 193, 1, [349241, 376964]
business : 5850370017, 112, 4, [810348, 405377]
economy : 4495094103, 144, 2, [252662, 621434]
economy : 9318438605, 129, 6, [405377, 376964]
first : 8226173848, 131, 1, [810348, 349241]
business : 5822963088, 186, 0, [621434, 349241]
economy : 4681391686, 180, 2, [252662, 621434]
economy : 3446126430, 142, 2, [810348, 768071]
economy : 2692905684, 129, 0, [602366, 451688]
business : 1197929161, 83, 1, [810348, 252662]
business : 8517474046, 122, 5, [252662, 191771]
business : 4520025399, 83, 2, [768071, 621434]
economy : 5543497761, 52, 7, [810348, 768071]
economy : 9656443397, 132, 2, [621434, 451688]
economy : 3516488630, 126, 1, [621434, 191771]
luxury : 9091805563, 170, 3, [810348, 405377]
economy : 7344763306, 76, 10, [451688, 191771]
business : 1169902902, 197, 2, [191771, 621434]
economy : 7297551547, 44, 9, [405377, 191771]
first : 4463153864, 159, 0, [376964, 405377]
economy : 6660178662, 80, 1, [768071, 451688]
first : 2030009986, 195, 1, [252662, 451688]
business : 2115907531, 168, 1, [376964, 621434]
first : 8432687926, 59, 2, [349241, 405377]
economy : 3827850807, 101, 7, [191771, 621434]
economy : 8927335555, 94, 2, [602366, 451688]
first : 9646788207, 72, 3, [621434, 252662]
economy : 9600053455, 162, 1, [349241, 602366]
economy : 4167387229, 54, 10, [768071, 349241]
business : 7216968222, 67, 2, [191771, 349241]
economy : 7858074518, 118, 3, [621434, 810348]
economy : 9532530568, 166, 8, [621434, 405377]
business : 2265245122, 132, 1, [810348, 451688]
business : 3544837555, 41, 3, [252662, 768071]
economy : 5425497968, 42, 1, [810348, 252662]
economy : 3070018127, 155, 9, [810348, 768071]
economy : 4994783187, 183, 3, [405377, 252662]
economy : 9827162840, 93, 5, [349241, 768071]
business : 9697784584, 72, 1, [376964, 405377]
luxury : 8725081975, 199, 1, [621434, 451688]
economy : 5505750743, 165, 7, [349241, 252662]
economy : 9908264285, 128, 1, [405377, 810348]
first : 7811073453, 147, 1, [810348, 349241]
economy : 1185029767, 155, 2, [191771, 451688]
economy : 1166707748, 115, 2, [405377, 376964]
business : 8510564525, 123, 2, [810348, 376964]
economy : 9216069073, 108, 10, [376964, 621434]
economy : 4481496819, 102, 9, [191771, 376964]
economy : 4868837826, 176, 10, [252662, 405377]
economy : 9711825884, 67, 6, [191771, 602366]
business : 2454395906, 145, 2, [621434, 451688]
economy : 4756064556, 157, 10, [621434, 191771]
economy : 8716789180, 137, 1, [405377, 252662]
economy : 5630246606, 194, 1, [810348, 602366]
luxury : 9858308809, 116, 3, [405377, 768071]
business : 7560227237, 48, 1, [191771, 376964]
economy : 5089510564, 100, 6, [621434, 349241]
economy : 6844509863, 93, 3, [405377, 602366]
economy : 3997980274, 70, 1, [602366, 405377]
economy : 1535630062, 43, 2, [376964, 602366]
economy : 8972260167, 178, 1, [252662, 376964]
economy : 9403162449, 91, 1, [810348, 621434]
economy : 4542376495, 144, 5, [376964, 621434]
business : 6007453672, 194, 8, [768071, 191771]
economy : 3001166912, 183, 0, [810348, 602366]
economy : 5608216100, 126, 0, [252662, 451688]
economy : 1233646838, 172, 1, [768071, 451688]
first : 1965477400, 91, 5, [810348, 602366]
economy : 8721971675, 135, 6, [621434, 191771]
economy : 6781505334, 93, 0, [252662, 602366]
first : 1778240835, 99, 9, [451688, 252662]
economy : 6948723635, 122, 1, [602366, 768071]
economy : 4737391030, 48, 1, [405377, 621434]
economy : 9813358624, 98, 1, [349241, 451688]
business : 1106375773, 169, 0, [405377, 768071]
economy : 2828278230, 168, 3, [768071, 191771]
economy : 8730433335, 114, 3, [405377, 602366]
business : 7394332866, 129, 1, [191771, 252662]
first : 6332836938, 93, 3, [191771, 376964]
economy : 8902321608, 177, 1, [602366, 405377]
economy : 4053043949, 149, 1, [376964, 451688]
economy : 3158972332, 179, 3, [810348, 602366]
economy : 4770336229, 132, 1, [252662, 349241]
economy : 5596931961, 132, 1, [405377, 349241]
economy : 6784438352, 106, 0, [451688, 405377]
first : 9564305170, 51, 1, [349241, 376964]
economy : 2639780664, 49, 3, [768071, 376964]
first : 8735658384, 61, 2, [810348, 602366]
business : 7419509214, 85, 0, [768071, 621434]
business : 3706516289, 119, 1, [451688, 376964]
