5 144 2928
12330 4932 9450 122940 4360
hub : 118815, 10198, 4722, 39.38, 162300, 3
economy : 8023778243, 81, 0, [522419, 664949]
economy : 5630694554, 120, 3, [598151, 110455]
economy : 9735699924, 106, 6, [785484, 224063]
economy : 1281239800, 74, 1, [453718, 785484]
economy : 5880691059, 165, 1, [453718, 505609]
economy : 5601518743, 176, 1, [110455, 664949]
economy : 9103971108, 126, 2, [535877, 146273]
business : 3189251447, 82, 0, [146273, 246253]
economy : 6876292212, 78, 3, [246253, 224063]
economy : 7712643898, 196, 1, [775884, 224063]
business : 3011991837, 153, 1, [453718, 664949]
economy : 4366427427, 130, 2, [598151, 707174]
business : 7167665576, 104, 2, [598151, 118815]
economy : 1790688140, 83, 1, [453718, 522419]
business : 9123939206, 166, 1, [118815, 224063]
economy : 4758359456, 138, 0, [478446, 110455]
economy : 6383197781, 102, 8, [118815, 146273]
economy : 6207238581, 140, 0, [522419, 118815]
business : 7754551285, 49, 2, [598151, 775884]
business : 3782726341, 155, 3, [224063, 522419]
economy : 9966103017, 164, 2, [146273, 118815]
economy : 8918549875, 190, 2, [146273, 453718]
business : 6425487118, 180, 2, [664949, 146273]
economy : 5719944010, 117, 9, [146273, 785484]
business : 6388483239, 133, 1, [707174, 785484]
business : 4958115436, 90, 9, [146273, 453718]
business : 1627574518, 150, 1, [505609, 110455]
business : 1799530611, 90, 7, [535877, 664949]
economy : 6964132677, 90, 1, [535877, 246253]
business : 7746300696, 74, 2, [224063, 505609]
economy : 6148965013, 181, 0, [246253, 664949]
economy : 2185935549, 49, 2, [118815, 110455]
economy : 6953437218, 114, 0, [664949, 775884]
business : 6199944929, 160, 1, [224063, 118815]
economy : 9155086670, 61, 6, [522419, 775884]
economy : 4059636724, 152, 8, [535877, 110455]
economy : 6579034818, 46, 10, [707174, 110455]
economy : 6716257938, 93, 0, [522419, 785484]
business : 7097244525, 101, 1, [707174, 505609]
economy : 2006909407, 118, 3, [785484, 246253]
economy : 4341550963, 78, 3, [535877, 478446]
economy : 7423656456, 88, 1, [535877, 775884]
economy : 5439885576, 175, 2, [522419, 118815]
economy : 9863316762, 107, 10, [110455, 785484]
economy : 3331497371, 86, 1, [775884, 118815]
economy : 4490562806, 90, 1, [522419, 118815]
first : 3021414011, 76, 0, [118815, 146273]
economy : 1249519377, 174, 1, [246253, 505609]
business : 8102425909, 108, 1, [664949, 775884]
economy : 5967283976, 200, 1, [246253, 110455]
economy : 8462362086, 76, 0, [118815, 785484]
business : 6150233147, 141, 0, [598151, 146273]
business : 2510561069, 65, 2, [707174, 453718]
economy : 7464708178, 140, 1, [146273, 522419]
business : 8818563491, 172, 0, [707174, 110455]
economy : 2995846499, 127, 2, [118815, 110455]
business : 2021234532, 109, 1, [118815, 146273]
business : 3524077880, 182, 3, [535877, 453718]
economy : 4794862046, 91, 10, [775884, 118815]
economy : 8032333352, 153, 2, [785484, 775884]
economy : 4210662040, 46, 1, [664949, 110455]
business : 6150757483, 149, 2, [598151, 453718]
economy : 2571154616, 112, 2, [224063, 598151]
economy : 4288867987, 176, 0, [224063, 453718]
economy : 8173388918, 198, 2, [664949, 453718]
business : 7843737833, 62, 1, [146273, 785484]
business : 6447051348, 114, 2, [478446, 535877]
economy : 7351427385, 152, 2, [478446, 246253]
economy : 6998234963, 109, 2, [522419, 505609]
economy : 8205837761, 75, 1, [146273, 522419]
economy : 8096715881, 91, 6, [785484, 707174]
economy : 9658088365, 179, 1, [246253, 707174]
business : 2406735752, 158, 1, [118815, 453718]
economy : 9306604381, 84, 2, [453718, 478446]
business : 2561577343, 70, 6, [707174, 146273]
economy : 1162250057, 79, 0, [505609, 775884]
economy : 5161618058, 41, 0, [453718, 110455]
economy : 1990473240, 197, 2, [246253, 453718]
business : 6219181899, 167, 8, [453718, 505609]
business : 2100165567, 87, 2, [664949, 246253]
economy : 3595136521, 113, 2, [785484, 453718]
economy : 1068819911, 97, 2, [775884, 505609]
economy : 8893235673, 198, 1, [522419, 146273]
economy : 6318293510, 150, 0, [775884, 785484]
economy : 8542414522, 106, 1, [246253, 785484]
economy : 3456139432, 108, 2, [505609, 598151]
business : 3265909506, 53, 2, [664949, 478446]
economy : 4189438333, 182, 6, [664949, 246253]
economy : 5597971524, 194, 2, [522419, 664949]
economy : 8404169451, 52, 3, [775884, 246253]
economy : 9790214863, 151, 0, [146273, 775884]
business : 7294555684, 177, 2, [785484, 505609]
business : 2475297742, 105, 1, [505609, 522419]
economy : 9014634658, 151, 1, [453718, 246253]
economy : 7812749118, 189, 0, [522419, 707174]
economy : 9699228721, 120, 6, [453718, 224063]
business : 9678414297, 113, 2, [224063, 598151]
economy : 3382673031, 96, 0, [522419, 535877]
economy : 6242904532, 173, 0, [664949, 785484]
economy : 5888039965, 60, 2, [775884, 146273]
economy : 3950693961, 163, 2, [785484, 505609]
economy : 7397971978, 59, 3, [146273, 453718]
economy : 8846812575, 121, 3, [478446, 598151]
business : 6385356340, 179, 6, [535877, 224063]
economy : 3351937682, 100, 3, [785484, 118815]
economy : 2434874885, 161, 1, [246253, 146273]
economy : 9574760114, 152, 2, [707174, 110455]
economy : 9095562656, 151, 2, [246253, 535877]
economy : 8545817823, 95, 1, [118815, 224063]
economy : 6837143958, 79, 2, [505609, 246253]
economy : 8291436468, 74, 1, [664949, 453718]
economy : 7847444892, 103, 2, [453718, 505609]
business : 3215912474, 164, 2, [522419, 146273]
economy : 7843011137, 149, 5, [707174, 664949]
economy : 6908589106, 174, 2, [775884, 478446]
business : 2796486085, 62, 3, [110455, 453718]
economy : 9695211852, 82, 5, [785484, 707174]
economy : 4409347676, 90, 2, [110455, 522419]
economy : 5210688633, 173, 0, [598151, 478446]
economy : 8691073317, 121, 3, [505609, 110455]
economy : 3237506085, 126, 4, [246253, 146273]
business : 8354529490, 200, 3, [598151, 118815]
business : 8678973634, 119, 1, [707174, 478446]
economy : 9766841927, 192, 1, [453718, 246253]
economy : 3041632518, 153, 1, [535877, 146273]
economy : 1787163015, 109, 1, [664949, 110455]
business : 4307913532, 166, 0, [246253, 146273]
economy : 9465168898, 57, 0, [478446, 118815]
economy : 6576562536, 73, 1, [224063, 478446]
economy : 1107660703, 161, 6, [118815, 707174]
economy : 8374327267, 200, 2, [478446, 505609]
economy : 1838876402, 107, 1, [785484, 453718]
economy : 7134216169, 178, 7, [775884, 453718]
economy : 3327052606, 143, 1, [224063, 775884]
business : 7204805640, 147, 2, [110455, 505609]
economy : 1021142310, 73, 2, [775884, 785484]
economy : 8586272934, 99, 4, [664949, 522419]
economy : 1497144463, 159, 1, [598151, 246253]
business : 1069595168, 92, 0, [224063, 598151]
business : 2243995601, 122, 1, [535877, 478446]
economy : 4399120367, 41, 1, [664949, 522419]
business : 5152639606, 168, 3, [110455, 707174]
economy : 4188851422, 167, 2, [453718, 118815]
economy : 9374585412, 187, 1, [224063, 453718]
business : 3843859019, 125, 5, [110455, 246253]
economy : 2724299369, 48, 1, [707174, 118815]
economy : 7824033123, 167, 5, [505609, 598151]
economy : 6827328040, 102, 3, [118815, 224063]
business : 3686614920, 79, 1, [707174, 224063]
economy : 8011180976, 157, 1, [598151, 224063]
economy : 6851485439, 121, 1, [110455, 146273]
economy : 1408219404, 117, 0, [785484, 505609]
economy : 9317699420, 170, 1, [522419, 535877]
business : 5739073519, 75, 5, [146273, 478446]
business : 9832449910, 143, 3, [535877, 146273]
economy : 2054491667, 127, 2, [598151, 110455]
business : 7798045138, 97, 2, [522419, 707174]
economy : 8633694293, 134, 3, [246253, 707174]
economy : 8207035594, 77, 1, [522419, 785484]
economy : 1635134046, 121, 1, [110455, 522419]
economy : 5293779271, 173, 2, [785484, 453718]
economy : 1462181043, 173, 0, [110455, 775884]
economy : 4243763409, 169, 0, [535877, 775884]
business : 1751925810, 186, 3, [118815, 707174]
economy : 1558644021, 47, 1, [664949, 110455]
business : 9223779623, 171, 3, [146273, 535877]
economy : 3100870721, 51, 0, [110455, 224063]
economy : 5683661267, 135, 0, [453718, 505609]
business : 2123864112, 45, 1, [146273, 453718]
economy : 5889767149, 105, 2, [224063, 118815]
business : 8813451051, 147, 1, [505609, 146273]
economy : 9705253311, 123, 1, [246253, 453718]
economy : 9937118995, 183, 0, [453718, 785484]
economy : 7418438070, 56, 1, [110455, 246253]
economy : 1634041495, 142, 0, [118815, 522419]
economy : 6649414269, 54, 9, [775884, 707174]
business : 4081887908, 53, 6, [535877, 224063]
business : 3900840368, 105, 1, [598151, 664949]
economy : 2433232842, 91, 4, [146273, 785484]
business : 7151714217, 80, 3, [707174, 505609]
economy : 3600511108, 98, 0, [598151, 478446]
economy : 4555629602, 186, 2, [453718, 118815]
business : 6051635385, 59, 2, [535877, 522419]
economy : 1652330387, 99, 1, [505609, 707174]
economy : 5939175002, 125, 1, [707174, 664949]
business : 5203882312, 88, 2, [707174, 118815]
economy : 2311166237, 92, 1, [224063, 707174]
economy : 2812983305, 73, 1, [664949, 785484]
economy : 2024778957, 166, 2, [505609, 246253]
economy : 2283328692, 44, 1, [146273, 707174]
business : 6192789188, 180, 2, [598151, 224063]
economy : 6672418063, 118, 1, [535877, 522419]
economy : 8898924901, 152, 0, [110455, 535877]
economy : 6099188917, 121, 3, [453718, 505609]
economy : 3956753669, 45, 5, [785484, 478446]
economy : 2801623729, 84, 10, [707174, 110455]
economy : 6695914777, 136, 0, [522419, 664949]
business : 7092840552, 152, 2, [598151, 224063]
business : 7208307663, 75, 2, [478446, 118815]
business : 1129455890, 188, 0, [535877, 478446]
business : 1748955776, 101, 0, [146273, 505609]
business : 6811017963, 63, 1, [535877, 598151]
economy : 9950134481, 96, 1, [664949, 535877]
economy : 7986293166, 130, 8, [478446, 775884]
economy : 5374701091, 48, 2, [505609, 246253]
business : 9660556609, 50, 2, [707174, 146273]
economy : 8547565451, 131, 4, [453718, 110455]
economy : 4168319913, 129, 1, [785484, 246253]
luxury : 3358342527, 70, 0, [505609, 775884]
business : 4087658046, 149, 1, [224063, 522419]
economy : 9638882929, 72, 6, [505609, 535877]
business : 2588580958, 176, 0, [707174, 110455]
economy : 8150353005, 124, 9, [598151, 118815]
economy : 7897174438, 122, 0, [598151, 505609]
economy : 7434342495, 112, 2, [146273, 110455]
economy : 4270544420, 78, 1, [535877, 118815]
economy : 8194411458, 59, 1, [664949, 224063]
business : 1397649469, 116, 2, [146273, 775884]
economy : 9284735032, 81, 7, [505609, 453718]
economy : 7803515668, 55, 2, [146273, 522419]
business : 3858268449, 45, 0, [535877, 707174]
economy : 5267527293, 100, 1, [775884, 246253]
business : 3160805227, 94, 1, [664949, 535877]
economy : 7799458454, 54, 3, [110455, 522419]
economy : 5711293453, 197, 1, [118815, 478446]
economy : 5039511041, 90, 0, [785484, 453718]
economy : 5246685614, 81, 2, [664949, 522419]
business : 9839409424, 178, 3, [118815, 785484]
economy : 5085257891, 134, 4, [146273, 707174]
economy : 1358309239, 142, 1, [707174, 598151]
first : 9922621530, 187, 1, [146273, 522419]
business : 5276251876, 182, 3, [785484, 535877]
economy : 5976709151, 185, 3, [535877, 146273]
business : 5557793033, 104, 1, [664949, 224063]
business : 2244267493, 53, 0, [535877, 246253]
economy : 4961336551, 176, 2, [118815, 785484]
business : 2613160126, 125, 1, [707174, 453718]
business : 6703592794, 81, 3, [505609, 224063]
economy : 2878876176, 197, 1, [453718, 522419]
business : 9311705444, 66, 1, [598151, 453718]
economy : 7225809790, 160, 0, [478446, 146273]
economy : 1110202644, 165, 1, [146273, 224063]
economy : 4398678030, 187, 1, [224063, 505609]
economy : 1765394751, 83, 3, [598151, 775884]
economy : 1389266820, 97, 1, [453718, 707174]
economy : 7577303071, 116, 2, [505609, 664949]
business : 3116453070, 195, 1, [478446, 224063]
economy : 5047267072, 194, 0, [664949, 535877]
business : 3404694311, 125, 6, [535877, 785484]
business : 9027713191, 75, 0, [505609, 598151]
business : 9441366469, 89, 2, [110455, 598151]
economy : 7162903224, 132, 1, [707174, 785484]
economy : 1831038133, 42, 1, [707174, 522419]
economy : 2731195750, 89, 5, [505609, 664949]
business : 1740207976, 178, 3, [118815, 664949]
economy : 7293580465, 55, 4, [505609, 707174]
economy : 7999826869, 56, 2, [707174, 785484]
economy : 1069578826, 51, 1, [707174, 785484]
economy : 4240090558, 175, 2, [785484, 535877]
economy : 2271421728, 98, 1, [453718, 110455]
economy : 6290482161, 138, 2, [224063, 598151]
business : 3983521475, 55, 4, [598151, 505609]
economy : 1223887925, 54, 3, [535877, 246253]
economy : 1974246803, 173, 2, [505609, 522419]
business : 8019253638, 179, 2, [246253, 775884]
economy : 6680640166, 143, 1, [146273, 598151]
economy : 2129439532, 41, 2, [224063, 478446]
economy : 5074867868, 69, 1, [598151, 522419]
economy : 4105971693, 106, 0, [478446, 707174]
economy : 7839677419, 151, 3, [664949, 775884]
economy : 1788946912, 56, 0, [146273, 110455]
economy : 7043915894, 177, 0, [146273, 785484]
economy : 9943660686, 121, 1, [118815, 535877]
economy : 5247195108, 183, 10, [664949, 118815]
business : 3179863018, 93, 1, [535877, 118815]
economy : 8804381295, 124, 9, [775884, 453718]
business : 6174270596, 172, 2, [505609, 664949]
business : 4293640909, 110, 1, [664949, 598151]
economy : 2440093780, 84, 2, [785484, 110455]
business : 4451413828, 97, 1, [785484, 146273]
economy : 6654463798, 193, 3, [598151, 110455]
business : 3077194177, 77, 2, [664949, 522419]
economy : 6576616111, 184, 4, [505609, 522419]
economy : 2686367734, 117, 0, [478446, 505609]
business : 1651530733, 169, 3, [785484, 775884]
economy : 2381019746, 69, 1, [775884, 110455]
economy : 6784018340, 118, 4, [224063, 522419]
economy : 2788494382, 57, 5, [535877, 453718]
business : 5992874806, 94, 1, [146273, 118815]
economy : 6011657079, 165, 2, [522419, 110455]
economy : 5677974306, 80, 10, [110455, 146273]
economy : 8053398637, 113, 1, [453718, 522419]
business : 4289954786, 100, 5, [785484, 246253]
economy : 9240176037, 68, 2, [775884, 224063]
economy : 7424132865, 187, 1, [505609, 224063]
economy : 6201884649, 111, 1, [775884, 535877]
economy : 4938644640, 114, 1, [505609, 775884]
economy : 7569846428, 190, 5, [224063, 110455]
economy : 3394633596, 199, 3, [664949, 775884]
economy : 7089349514, 80, 3, [522419, 707174]
business : 6496510979, 190, 1, [224063, 664949]
economy : 6502460333, 108, 1, [110455, 535877]
economy : 8632257390, 151, 1, [246253, 224063]
economy : 5207743202, 41, 1, [535877, 224063]
economy : 6457953262, 68, 2, [453718, 505609]
economy : 1341760526, 96, 1, [224063, 246253]
economy : 5315542311, 97, 5, [110455, 707174]
economy : 3058244834, 154, 2, [598151, 246253]
economy : 7964483337, 188, 1, [224063, 453718]
business : 3133637378, 176, 2, [707174, 110455]
business : 7074907504, 84, 2, [224063, 453718]
first : 3970610179, 58, 1, [146273, 478446]
economy : 8764957073, 187, 3, [505609, 110455]
business : 7503275529, 106, 3, [775884, 246253]
business : 2956602167, 129, 1, [522419, 110455]
economy : 7678525977, 67, 8, [146273, 535877]
economy : 3514612061, 59, 2, [146273, 598151]
business : 5121420893, 107, 1, [478446, 535877]
business : 9370368815, 123, 1, [505609, 478446]
economy : 9899576359, 190, 1, [785484, 775884]
business : 6036181905, 137, 3, [453718, 785484]
economy : 7508562363, 151, 2, [775884, 522419]
economy : 5784944608, 110, 3, [707174, 453718]
business : 2419614869, 128, 2, [505609, 775884]
economy : 3176379693, 159, 0, [785484, 478446]
economy : 5988516471, 114, 0, [707174, 246253]
economy : 1602135239, 179, 3, [224063, 598151]
economy : 1283981229, 44, 1, [598151, 453718]
economy : 5705968078, 168, 8, [453718, 598151]
economy : 4406472166, 153, 1, [598151, 146273]
business : 5306800273, 195, 1, [522419, 664949]
economy : 4846689308, 182, 0, [453718, 478446]
economy : 1462126790, 186, 2, [535877, 707174]
economy : 1934198187, 58, 2, [505609, 598151]
business : 9329653152, 156, 1, [505609, 224063]
economy : 5986340509, 129, 1, [522419, 246253]
economy : 2842677060, 42, 8, [522419, 785484]
business : 8406854542, 65, 2, [478446, 110455]
economy : 3014973368, 191, 1, [785484, 246253]
business : 7525634980, 110, 0, [785484, 505609]
business : 5914390773, 116, 2, [505609, 146273]
business : 3440691758, 67, 1, [535877, 707174]
economy : 1221499990, 124, 0, [146273, 775884]
business : 3834901318, 195, 6, [110455, 146273]
economy : 7451144808, 181, 5, [707174, 118815]
business : 7807397114, 94, 1, [785484, 535877]
business : 7237430526, 127, 0, [146273, 522419]
business : 7712026794, 138, 2, [505609, 785484]
economy : 1065091915, 174, 1, [453718, 598151]
business : 4617086531, 48, 2, [478446, 246253]
economy : 1165838830, 189, 8, [775884, 110455]
economy : 4495237379, 146, 1, [664949, 110455]
economy : 1263555015, 133, 10, [707174, 505609]
economy : 3561542072, 158, 1, [505609, 707174]
business : 7845702774, 59, 2, [785484, 598151]
economy : 7534261741, 181, 3, [535877, 246253]
business : 7722095494, 100, 4, [505609, 664949]
economy : 2848367436, 40, 5, [707174, 478446]
economy : 8804404099, 149, 2, [785484, 598151]
economy : 3187251216, 150, 1, [118815, 785484]
economy : 4920550280, 44, 1, [224063, 598151]
economy : 8403433386, 78, 0, [224063, 664949]
economy : 6533150259, 49, 0, [478446, 118815]
economy : 5567415119, 160, 0, [522419, 246253]
economy : 2994621558, 193, 3, [598151, 453718]
economy : 4693317974, 58, 2, [246253, 146273]
economy : 1612171065, 45, 5, [522419, 505609]
economy : 8463792346, 70, 2, [598151, 505609]
economy : 3308619738, 48, 2, [707174, 535877]
business : 2650784173, 85, 1, [598151, 118815]
business : 4428973424, 159, 0, [785484, 522419]
economy : 7647689918, 146, 9, [785484, 505609]
business : 7171483520, 172, 2, [598151, 522419]
economy : 7440290016, 193, 1, [535877, 598151]
business : 9195909159, 199, 1, [775884, 535877]
economy : 2250106002, 172, 1, [707174, 146273]
economy : 7035011312, 185, 1, [478446, 522419]
business : 9631298370, 181, 1, [224063, 505609]
economy : 4921129106, 137, 2, [707174, 224063]
economy : 1177457308, 189, 1, [775884, 110455]
economy : 4541055265, 48, 2, [505609, 785484]
business : 2997130458, 41, 4, [664949, 598151]
economy : 9860718048, 41, 4, [478446, 522419]
economy : 8348445182, 116, 2, [522419, 664949]
first : 8665778782, 130, 1, [478446, 775884]
business : 1372593137, 56, 1, [505609, 785484]
business : 8207775955, 48, 1, [707174, 453718]
economy : 2278592295, 193, 1, [522419, 664949]
economy : 7373083628, 165, 2, [785484, 453718]
business : 8444966825, 107, 1, [505609, 664949]
business : 5152729740, 106, 0, [785484, 118815]
economy : 4378717681, 178, 3, [785484, 146273]
business : 7272640542, 60, 1, [522419, 118815]
economy : 7261000367, 175, 3, [478446, 453718]
economy : 9194375734, 41, 3, [522419, 505609]
economy : 1207083078, 132, 1, [110455, 224063]
business : 7351868971, 130, 2, [522419, 598151]
business : 8345369917, 133, 2, [110455, 598151]
business : 2832566403, 200, 0, [224063, 118815]
economy : 7303543757, 42, 3, [664949, 535877]
economy : 6990717282, 152, 6, [664949, 505609]
business : 6244172073, 87, 1, [224063, 453718]
business : 2756003345, 52, 2, [707174, 664949]
business : 6544413855, 182, 0, [664949, 110455]
economy : 4046002557, 158, 1, [505609, 453718]
business : 4506301559, 107, 2, [478446, 246253]
economy : 1166119558, 108, 1, [535877, 505609]
economy : 6574577466, 99, 8, [146273, 535877]
business : 6258282640, 62, 1, [522419, 707174]
economy : 3879946862, 82, 8, [246253, 453718]
economy : 5802349089, 99, 2, [453718, 598151]
economy : 4605376531, 161, 6, [707174, 110455]
economy : 5957532050, 66, 0, [664949, 535877]
business : 8879872798, 158, 2, [707174, 246253]
economy : 6790906010, 154, 0, [598151, 505609]
business : 2406896135, 81, 0, [664949, 785484]
economy : 2600653931, 145, 5, [522419, 246253]
economy : 8319110295, 183, 3, [775884, 664949]
economy : 2924987441, 164, 6, [118815, 246253]
business : 3349463904, 144, 1, [146273, 505609]
business : 1047980206, 50, 2, [535877, 785484]
economy : 6027153470, 164, 2, [505609, 478446]
business : 6718236976, 59, 2, [118815, 522419]
economy : 1819572427, 113, 4, [478446, 453718]
economy : 4668596146, 137, 0, [785484, 453718]
economy : 8239272313, 196, 8, [146273, 522419]
economy : 2863108471, 151, 1, [478446, 505609]
business : 9591442570, 108, 0, [453718, 505609]
business : 1313207356, 63, 4, [478446, 535877]
economy : 9352314024, 173, 5, [707174, 535877]
economy : 7204974225, 190, 2, [664949, 707174]
economy : 4166703387, 114, 1, [118815, 453718]
economy : 7922015768, 149, 1, [598151, 535877]
economy : 2425330156, 145, 4, [246253, 146273]
economy : 2311094231, 76, 8, [785484, 224063]
economy : 9195984639, 127, 2, [478446, 707174]
business : 5024704404, 195, 3, [453718, 522419]
economy : 1275877005, 137, 9, [505609, 224063]
economy : 7699403652, 142, 1, [664949, 110455]
economy : 9059615029, 197, 2, [785484, 775884]
economy : 7108311684, 168, 1, [785484, 478446]
business : 9450204352, 91, 0, [453718, 535877]
business : 5949049667, 147, 3, [664949, 785484]
economy : 3229461255, 132, 0, [785484, 598151]
economy : 4190460180, 54, 1, [505609, 775884]
economy : 8531634590, 166, 1, [598151, 246253]
business : 7328532418, 93, 2, [707174, 478446]
economy : 6168949592, 147, 6, [707174, 664949]
economy : 9498362174, 90, 9, [522419, 224063]
economy : 1571748184, 113, 2, [775884, 505609]
economy : 2672677151, 192, 3, [246253, 224063]
business : 7465862902, 81, 8, [118815, 224063]
economy : 3401266300, 158, 2, [598151, 664949]
economy : 3055052235, 186, 1, [535877, 110455]
business : 8647523441, 99, 1, [453718, 707174]
business : 7878120342, 186, 4, [775884, 118815]
business : 1181144417, 139, 2, [246253, 775884]
business : 4397862465, 46, 4, [707174, 535877]
business : 9906173793, 91, 3, [775884, 505609]
business : 4081771085, 116, 1, [785484, 535877]
economy : 4360268942, 78, 1, [522419, 110455]
business : 4263151755, 114, 2, [505609, 453718]
economy : 2954145914, 81, 3, [775884, 246253]
business : 1284681055, 123, 9, [505609, 478446]
economy : 8014226626, 117, 1, [664949, 598151]
economy : 6053965663, 192, 1, [522419, 505609]
business : 2202810208, 55, 8, [785484, 453718]
economy : 1731442473, 93, 7, [453718, 118815]
economy : 2449540226, 64, 1, [785484, 522419]
economy : 2885613579, 69, 3, [110455, 118815]
economy : 8843361034, 187, 2, [224063, 598151]
first : 4763133174, 62, 4, [478446, 505609]
economy : 8848102217, 89, 1, [453718, 775884]
economy : 3956048610, 122, 1, [478446, 110455]
economy : 4070194838, 152, 3, [505609, 246253]
first : 3527872919, 113, 3, [775884, 505609]
economy : 3787395296, 197, 2, [110455, 146273]
business : 8767725433, 165, 0, [246253, 535877]
business : 3559578173, 151, 0, [146273, 664949]
economy : 8913293589, 197, 2, [118815, 110455]
economy : 7350274418, 185, 0, [118815, 505609]
economy : 6384245070, 64, 0, [224063, 535877]
economy : 3540446809, 78, 9, [664949, 522419]
economy : 5799047864, 190, 2, [522419, 598151]
economy : 1294721323, 188, 3, [785484, 110455]
business : 3151309153, 128, 1, [664949, 505609]
economy : 7558278291, 116, 10, [707174, 146273]
economy : 6524763979, 189, 5, [707174, 535877]
business : 4442564932, 116, 1, [505609, 775884]
business : 5820208680, 179, 0, [598151, 707174]
business : 3007453221, 151, 1, [478446, 246253]
business : 5487081938, 72, 2, [478446, 522419]
economy : 1313933293, 98, 0, [664949, 707174]
business : 7062016164, 88, 3, [453718, 478446]
economy : 4518340647, 103, 1, [453718, 118815]
economy : 5815447102, 60, 3, [785484, 775884]
business : 7306127408, 166, 1, [505609, 224063]
business : 1168488871, 52, 4, [146273, 785484]
business : 9202688724, 186, 3, [224063, 453718]
economy : 2901972524, 86, 3, [707174, 775884]
economy : 5363632889, 89, 0, [598151, 775884]
economy : 4237273785, 180, 1, [146273, 453718]
business : 3022973218, 154, 2, [224063, 664949]
economy : 9909847747, 60, 4, [664949, 775884]
business : 1118286146, 105, 2, [505609, 522419]
economy : 6845165462, 153, 2, [664949, 224063]
business : 7287666490, 70, 0, [522419, 478446]
economy : 6036804668, 98, 5, [535877, 453718]
economy : 7831019538, 136, 1, [224063, 775884]
economy : 4060825293, 77, 9, [505609, 664949]
business : 5135675818, 176, 1, [785484, 775884]
business : 2593390156, 55, 1, [785484, 775884]
business : 1797168912, 113, 2, [146273, 453718]
economy : 5357135645, 144, 9, [246253, 146273]
business : 9745097388, 46, 0, [664949, 707174]
economy : 8002704799, 174, 2, [707174, 522419]
business : 6716196500, 80, 2, [664949, 522419]
economy : 1383623560, 99, 1, [535877, 775884]
economy : 7390866040, 73, 0, [146273, 535877]
economy : 5957072755, 196, 3, [535877, 110455]
business : 2546309771, 110, 0, [224063, 478446]
economy : 1371447785, 140, 2, [505609, 707174]
economy : 6265588736, 114, 1, [775884, 478446]
economy : 3989792218, 115, 3, [522419, 246253]
business : 2267482903, 93, 4, [224063, 110455]
business : 6888452462, 66, 2, [522419, 664949]
economy : 8180361789, 156, 3, [118815, 146273]
economy : 8432284914, 45, 1, [224063, 598151]
business : 8861693855, 112, 0, [110455, 146273]
economy : 4688139914, 127, 10, [664949, 707174]
business : 2654668862, 172, 2, [707174, 522419]
business : 8135158855, 75, 3, [535877, 664949]
economy : 5117750703, 65, 0, [664949, 775884]
economy : 8910592693, 109, 5, [224063, 505609]
economy : 7932085879, 188, 8, [224063, 453718]
economy : 1652220940, 153, 2, [664949, 775884]
economy : 9521856771, 173, 3, [785484, 118815]
economy : 7305724652, 41, 0, [118815, 146273]
economy : 9353121441, 92, 1, [146273, 453718]
economy : 4354287818, 113, 3, [664949, 707174]
business : 8996023137, 184, 1, [785484, 535877]
first : 2890404856, 127, 1, [118815, 785484]
business : 1429061304, 129, 2, [535877, 110455]
economy : 9375102779, 180, 4, [478446, 453718]
economy : 5651433995, 117, 0, [453718, 505609]
business : 1388636654, 118, 2, [775884, 535877]
economy : 4822341434, 75, 0, [775884, 146273]
business : 5227911244, 186, 1, [478446, 785484]
business : 5267328573, 115, 2, [664949, 785484]
economy : 8730040369, 180, 1, [505609, 707174]
economy : 3905957272, 90, 3, [505609, 707174]
economy : 2203046013, 45, 6, [246253, 505609]
economy : 2993039579, 57, 1, [118815, 246253]
business : 8748090299, 91, 0, [453718, 598151]
business : 8748905469, 197, 3, [146273, 522419]
economy : 3907585056, 86, 3, [535877, 118815]
economy : 8736138790, 83, 0, [146273, 664949]
economy : 7246546716, 114, 1, [246253, 224063]
economy : 3726259385, 197, 1, [707174, 224063]
economy : 7196261387, 120, 3, [785484, 522419]
economy : 3601314305, 51, 0, [598151, 775884]
economy : 8328979805, 129, 5, [453718, 146273]
economy : 6097666261, 119, 1, [505609, 146273]
economy : 4945900723, 160, 2, [707174, 535877]
economy : 9700769650, 199, 1, [664949, 598151]
business : 4346694444, 129, 0, [522419, 246253]
economy : 4327546234, 159, 2, [453718, 110455]
economy : 8173656698, 79, 8, [522419, 535877]
business : 5225454549, 107, 1, [453718, 110455]
economy : 3793157751, 143, 1, [785484, 224063]
economy : 6249437319, 80, 5, [505609, 110455]
business : 8878631794, 175, 1, [246253, 146273]
economy : 1186970621, 85, 6, [478446, 246253]
business : 7238273161, 171, 3, [535877, 775884]
economy : 7649968357, 180, 0, [505609, 110455]
economy : 7697486622, 111, 4, [775884, 598151]
economy : 5042611219, 80, 3, [535877, 664949]
economy : 9543024357, 149, 0, [522419, 110455]
economy : 5576670071, 62, 0, [110455, 785484]
business : 1977633812, 154, 2, [118815, 478446]
economy : 9334936981, 124, 6, [598151, 664949]
business : 8732657417, 120, 2, [535877, 478446]
economy : 4907586448, 105, 3, [246253, 478446]
business : 8661120804, 193, 5, [453718, 224063]
economy : 4355646192, 57, 3, [775884, 664949]
economy : 3580729835, 116, 1, [785484, 453718]
economy : 8891618701, 191, 2, [707174, 224063]
business : 3797421410, 147, 3, [453718, 118815]
economy : 7404095807, 184, 2, [522419, 707174]
